icao,lat,lon,type,size,name,city,state,country
1NA4,46.5939,-103.514,civil,930,Logging Camp Ranch Airstrip,Amidon,North Dakota,United States
1NA5,46.625,-99.4504,civil,701,Gienger/Box Bar Ranch,Streeter,North Dakota,United States
1NA7,46.5794,-101.517,civil,518,Handegard Airstrip,Almont,North Dakota,United States
1NA8,46.6905,-100.095,civil,686,Preszler Airstrip,Braddock,North Dakota,United States
1NA9,47.0333,-102.496,civil,488,Myran Airstrip,Taylor,North Dakota,United States
1NC0,35.7221,-79.9414,civil,701,Delk's,Asheboro,North Carolina,United States
1NC3,36.1807,-76.1491,civil,762,Fletcher's,Elizabeth City,North Carolina,United States
1NC4,34.9954,-77.2577,civil,914,Bell Strip,Pollocksville,North Carolina,United States
1NC5,35.9332,-78.3486,civil,610,Riley Field,Bunn,North Carolina,United States
1NC6,35.056,-80.4501,civil,853,Arant,Wingate,North Carolina,United States
1NC7,35.7335,-76.6697,civil,1219,Donald's Air Park Inc.,Plymouth,North Carolina,United States
1NC8,35.2349,-79.582,civil,1158,Seven Lakes,West End,North Carolina,United States
1NC9,35.4497,-81.4264,civil,366,Northbrook International Ultraport,Cherryville,North Carolina,United States
1ND0,46.1917,-102.521,civil,2103,Erickson Fld,Hettinger,North Dakota,United States
1ND1,46.1792,-102.546,civil,1219,Fordahl,Hettinger,North Dakota,United States
1ND3,46.6477,-97.1306,civil,805,Andvik,Kindred,North Dakota,United States
1ND4,47.0583,-97.017,civil,1219,Walkinshaw,Argusville,North Dakota,United States
1ND6,45.9666,-98.1782,civil,884,Visto's,Ludden,North Dakota,United States
1ND7,46.8291,-97.267,civil,610,Dittmer,Lynchburg,North Dakota,United States
1ND9,46.9442,-100.939,civil,1219,Wachter Ranch Private,Mandan,North Dakota,United States
1NE0,42.3167,-100.417,civil,1372,Higgins Bros,Brownlee,Nebraska,United States
1NE1,41.2833,-100.05,civil,732,Paul Ridder Ranch,Callaway,Nebraska,United States
1NE2,41.325,-99.9171,civil,762,Witthuhn,Callaway,Nebraska,United States
1NE5,41.4061,-96.2856,civil,427,Sibbernsen,Washington,Nebraska,United States
1NE6,41.3408,-102.778,civil,1128,Miller Airstrip,Dalton,Nebraska,United States
1NK0,42.2973,-74.5482,civil,529,Roxbury Runway,Roxbury,New York,United States
1NK5,41.3615,-74.5243,civil,366,Westtown,Westtown,New York,United States
1NK6,44.4237,-73.7496,civil,732,Catalano Airfield,Wilmington,New York,United States
1NK7,43.4667,-75.2496,civil,853,Boonville Inc,Boonville,New York,United States
1NK8,42.1917,-75.8413,civil,1128,Chenango Bridge,Binghamton,New York,United States
